일자,개인투자자,외국인투자자,기관계,금융투자,보험,투신,기타금융,은행,연기금등,사모펀드,국가,기타법인,내외국인
20181011,175429,-271375,93756,78448,5130,-2491,34,-2585,-1291,-4183,20693,1539,651
20181010,-51653,16641,36551,41514,1559,2017,415,-2138,-4594,-2385,162,-1398,-140
20181008,-7402,-4255,11588,3588,-904,8512,1253,48,2990,5254,-9153,-57,126
20181005,90571,-108333,18726,26445,9789,11859,-22,437,-15102,1490,-16169,-1191,227
20181004,135997,-195959,60132,54364,6082,1372,-58,709,-8930,-3748,10340,-672,502
20181002,26719,-6376,-20792,10109,-1528,-8733,0,-644,-27535,-6708,14248,362,86
20181001,17184,18669,-37373,-23217,-2122,-1516,-34,-887,1268,4129,-14995,1291,229
20180928,28822,-71056,43160,68026,-159,2476,74,213,-15262,-248,-11961,-1074,148
20180927,-34010,94715,-59499,-25304,-4510,-4778,0,-612,-12689,-4752,-6855,-1109,-98
20180921,-35284,36829,710,-10127,796,-6660,113,-638,-12731,7716,22243,-1509,-746
20180920,-218874,235721,-14529,-28819,-1464,3462,-156,-1241,-5858,6829,12720,-1754,-565
20180919,-83946,101702,-17532,-9490,655,6198,-256,-3942,-5860,8011,-12847,-144,-81
20180918,-41023,48014,-6755,-8221,2141,2841,-137,-806,-10895,351,7972,7,-243
20180917,54129,29366,-86070,-48369,327,-5055,107,-355,194,-10373,-22547,1916,658
20180914,-146332,121746,26199,-22319,2525,2264,-270,-980,-156,16329,28805,-1324,-289
20180913,179013,-305988,126986,234954,-3348,-3206,101,-1444,1512,-10328,-91254,-125,113
20180912,100298,-158195,57139,73233,-7307,-7811,13,-1699,-10315,-4008,15033,463,295
20180911,19137,-12290,-8545,8132,-2851,-10828,-415,1009,-6595,3880,-878,1711,-12
20180910,-11015,78626,-66335,-23325,-7700,17324,179,-60,-16043,1029,-37740,-937,-339
20180907,265904,-352168,84546,105579,-6634,-10769,467,2648,-21873,-10690,25818,1268,450
20180906,47205,-60964,11916,25349,-555,-10021,-62,586,21,-11400,7998,1710,133
20180905,55560,346,-56000,-26116,-6883,-9985,-2164,707,-4055,-8669,1165,372,-278
20180904,214,22393,-23385,-15775,-2034,-1150,-302,1395,-3900,967,-2586,688,89
20180903,55547,-83334,28044,12436,392,6093,-181,801,6336,-10637,12803,-580,323
20180831,-143268,157004,-11985,-36055,-5274,14678,-3489,714,-2434,34040,-14166,-1830,79
20180830,-159216,234373,-70868,-70338,5653,13810,-921,-349,-16694,16189,-18219,-4098,-191
20180829,-52758,65879,-11216,16761,-1822,5742,42,-867,-12160,-3339,-15571,-1832,-73
20180828,-30297,48837,-14159,33,-933,473,185,745,-28288,6599,7028,-4383,2
20180827,-24533,42667,-19916,463,-4690,-1640,0,422,-15069,8322,-7724,1883,-101
20180824,-19048,34890,-17138,-14420,1622,-2066,0,1760,-10675,-2966,9607,1332,-36
20180823,-13229,35929,-22211,-21134,528,-4485,459,-609,13472,-3175,-7267,-420,-70
20180822,-95170,163128,-68425,-89099,7702,12927,-2148,1169,17853,7115,-23943,730,-263
20180821,-22022,-7807,29207,-29319,-11,7418,17,-43,16379,18655,16111,630,-9
20180820,47366,-54914,9403,17636,-1038,-2385,-740,-2805,-15067,-1342,15143,-2073,219
20180817,49237,18782,-66744,-37729,-1042,432,-121,126,-9888,2446,-20968,-1859,584
20180816,71317,-80169,7895,19587,2967,-4848,-3975,196,-3529,-10746,8242,856,101
20180814,-17145,8336,11947,35177,7520,-3532,-4573,-361,-19157,-4618,1491,-3032,-106
20180813,9582,-26814,16644,44727,-3907,-2204,-1202,-888,-40114,-2534,22765,748,-160
20180810,253901,-66043,-190433,-86717,-11975,-31427,-1728,-1657,-26524,-18362,-12042,2216,359
20180809,-8526,-98252,107669,141829,-4491,-1198,1614,517,-39498,3803,5095,-1061,171
20180808,-14335,58444,-42574,-33674,-309,-1779,1407,470,-10250,2987,-1426,-1167,-368
20180807,-57090,103805,-48380,-24591,485,5435,-939,-280,-22603,5041,-10927,1958,-293
20180806,-42656,77155,-35906,424,-5615,-4316,-76,-548,-13340,-8196,-4239,1670,-262
20180803,43604,129,-43539,-27844,-1773,79,63,-384,-641,2725,-15765,-623,429
20180802,108178,-15208,-94887,-42863,-2458,-14191,266,295,-12287,2210,-25859,1620,297
20180801,-16518,43745,-25626,-27799,6619,5619,-18,-217,5059,1277,-16165,-1613,11
20180731,32153,-52088,18212,19650,-6601,5328,52,175,474,-4584,3719,1698,24
20180730,37071,7739,-45543,-22102,-3532,-2673,0,639,-7059,-9119,-1698,792,-59
20180727,-11225,-16879,26558,16044,4122,1473,-240,131,-5433,-1237,11698,1766,-220
20180726,-59880,47955,14013,6484,-1032,2725,172,-762,-15976,17548,4853,-1796,-291
20180725,-13300,-54542,70485,67011,10833,8039,-275,1552,-13989,-5885,3197,-2754,110
20180724,-15175,-40319,56742,72591,5357,-5744,151,-1054,-15297,-8384,9123,-1009,-239
20180723,-13450,-45954,63954,119669,-1934,-12298,500,-1134,-24627,-32712,16490,-4194,-355
20180720,-104920,58115,50059,40026,1054,4862,860,433,-13516,11020,5320,-2915,-339
20180719,-71612,33007,38615,256,4265,30286,395,-581,-4678,14934,-6262,84,-94
20180718,-58949,88255,-29609,-35296,2573,10541,59,154,7049,9205,-23894,395,-93
20180717,20255,-47121,21477,12888,2469,116,-458,-181,-1580,-4263,12485,5331,58
20180716,63596,-36526,-28657,-28750,1572,8208,670,230,-13451,856,2008,1592,-6
20180713,-29068,14470,23012,3729,-994,6736,272,-39,876,1148,11284,-8412,-1
20180712,35021,-12532,-20578,-13895,5057,3186,-48,103,-6505,-5569,-2906,-2024,113
20180711,21723,29656,-49237,-21977,8503,4766,-835,-353,-4288,109,-35161,-2226,85
20180710,-16570,44729,-26233,-10259,18534,12910,-468,239,-7750,10878,-50318,-2190,264
20180709,-35105,-19148,59283,56107,10744,9829,-1798,133,-5520,2415,-12629,-5205,175
20180706,222209,-217824,-11530,62954,-4584,-27150,-3683,1102,-4314,-41224,5369,6812,333
20180705,33771,-59164,24942,24025,2259,-6607,-1837,-858,-4840,3458,9343,318,133
20180704,-7630,12923,-4669,-7362,-1758,3217,-431,-1,-5909,2985,4589,-555,-69
20180703,-32649,38923,-2088,-3612,3218,2912,-443,-4339,-11558,7808,3925,-4169,-17
20180702,69782,-57125,-17634,-41251,6401,4971,-143,-2952,-1433,1349,15426,4452,525
20180629,40513,18764,-63916,-67642,-1115,8868,798,1127,-5280,10498,-11171,5547,-908
20180628,109561,-145392,35817,25387,39,-389,0,807,-4135,-4368,18476,932,-918
20180627,-72851,96055,-23493,-39288,19635,16467,952,755,-4192,10804,-28627,-280,568
20180626,-30599,-64358,95319,90782,2685,6444,21,234,3781,22814,-31441,-74,-289
20180625,51367,-50659,-2083,12063,240,-9170,-15,667,3712,233,-9812,1105,269
20180622,42683,-27858,-18396,-3296,-1044,-6699,860,3623,-1158,9764,-20445,3357,214
20180621,62435,-6973,-59497,-62717,1145,3205,-446,-646,2368,4970,-7376,4124,-89
20180620,49639,-64112,10718,-1810,436,-1614,3861,1461,-7621,13977,2028,3531,224
20180619,-19003,-32662,49756,42308,2342,17740,-169,-1746,585,11618,-22921,2045,-137
20180618,69121,-190665,128852,148128,-7842,-11479,-415,2052,-18160,-7098,23667,-7323,16
20180615,173408,-241857,67970,43070,-10065,-3875,-429,684,7784,-2995,33796,61,417
20180614,270150,-329362,47917,127880,-2581,-13494,1198,2076,-23973,-17252,-25937,8131,3164
20180612,108647,-83282,-30019,45403,-10567,-12769,-236,655,-36915,3050,-18640,640,4014
20180611,43529,-79650,35267,36682,-2672,-18186,-359,-1140,-24435,-5478,50853,602,253
20180608,366796,-89171,-281251,-61798,-19258,-70412,-1798,-1690,-42461,-36358,-47476,3572,54
20180607,86148,-40791,-46793,24045,-6936,-11777,1951,-2288,-44353,-21373,13937,1982,-545
20180605,-6646,55264,-49069,-33485,4872,-2591,-197,-941,13135,1333,-31196,-831,1282
20180604,-31433,54558,-22418,-7442,-303,-5328,7094,140,-8290,-7463,-827,-824,117
20180601,-91215,118579,-27401,-40918,2487,5674,-1457,1863,2888,11221,-9159,91,-54
20180531,20301,1121643,-1145701,-2656,-1304175,14919,217,5777,24101,84678,31439,4203,-447
20180530,413563,-232407,-185111,-104251,4619,-17912,-1092,479,-5376,-12128,-49449,2550,1405
20180529,77860,-16746,-65932,-26657,-1091,-3958,-94,-5740,-7357,-8397,-12638,4828,-10
20180528,-20437,3329,16254,15589,-1821,-7616,53,-1398,-1853,-4107,17408,1142,-288
20180525,-253924,219831,38831,-17646,-336,18202,-16,4757,20812,14808,-1751,-1824,-2914
20180524,31469,4556,-83309,-37907,-3894,-5223,-123,835,-4631,-15325,-17041,47097,186
20180523,-87101,44208,27600,-49970,6251,23636,-2665,-2679,17263,17452,18312,16567,-1274
20180521,-35195,10901,17999,7732,415,11681,990,-289,5687,-4364,-3853,6258,36
20180518,20897,-27275,5546,15064,-2308,4992,-322,-451,-7944,-63,-3421,-582,1413
20180517,77856,-116689,37187,27198,-2236,9325,-507,133,2522,-7407,8159,1257,389
20180516,-67749,77605,66387,10960,-3666,-12946,-970,-1270,44989,2406,26884,-76012,-231
20180515,149714,-62871,-91879,-39742,-5967,-516,-1100,-2621,-13137,-4609,-24188,3205,1833
20180514,155528,-104586,-49566,41950,-6892,-6180,-911,-3029,-34995,-15631,-23878,-1321,-55
20180511,-2591,28759,-25470,7019,1030,-21700,-167,766,-4929,-11209,3721,-775,77
20180510,22928,-33004,11920,86543,-7603,-24924,0,-314,-22916,-12149,-6717,-2219,375
20180509,170195,-110883,-61438,14808,-4705,-18434,449,-1691,-11615,-43232,2983,742,1384
20180508,-50801,102623,-55407,-15420,30,-27004,1052,-123,-13010,-1561,629,3124,462
20180504,655449,-53845,-591578,-307834,-42536,-100363,-758,-8491,-36667,-83173,-11756,-11149,1123
20180503,0,0,0,0,0,0,0,0,0,0,0,0,0
20180502,0,0,0,0,0,0,0,0,0,0,0,0,0
20180430,0,0,0,0,0,0,0,0,0,0,0,0,0
20180427,292775,-118986,-197376,-87893,-14097,-41831,-1294,-1756,-7878,-34769,-7857,22406,1180
20180426,62696,-15416,-55482,-30803,9085,-6961,-2008,-67,6933,-24486,-7176,6700,1503
20180425,383911,-419673,28561,4013,2573,13282,-1954,-432,14321,3077,-6318,6231,971
20180424,240610,-256397,-6977,19576,1028,-24506,1590,1929,5271,1368,-13233,22138,626
20180423,51560,-100291,36225,18415,-3341,1240,1570,-845,6769,20237,-7818,11957,549
20180420,112560,-191577,67410,43890,1510,-12749,1822,1336,9302,-239,22538,11462,146
20180419,-177858,202410,-34473,-24681,-3002,-10854,123,1334,15266,-8595,-4065,9142,780
20180418,-200625,179852,27202,29208,2926,-76,-1055,-1324,-15653,21632,-8456,697,-7126
20180417,57410,-69033,9472,2114,-5120,-2534,350,896,3782,4458,5526,1204,947
20180416,-69332,32049,36118,-333,5539,13071,1381,947,-3351,17428,1436,1296,-131
20180413,-105448,111066,-7672,-61692,13143,15577,644,2297,8528,10083,3748,1743,311
20180412,13861,76508,-97405,-96269,3238,-9954,1308,547,22124,3520,-21919,6523,513
20180411,19357,33055,-49794,-58252,-2476,4247,724,-456,30973,-2362,-22193,-2826,208
20180410,48042,-51639,3750,11120,4595,-1644,-66,334,-1615,-4731,-4243,-1,-151
20180409,-52164,-33853,83924,41024,1803,9276,1284,-154,21026,-6980,16644,2191,-97
20180406,92188,-112444,18618,22084,6567,5495,-836,2260,25616,-59338,16770,2093,-455
20180405,-130714,-15134,145524,61074,6811,19994,1487,3368,-7554,36971,23372,-47,370
20180404,243367,-131458,-120831,-55362,-1363,-10108,329,-449,-15440,-17774,-20665,8400,521
20180403,151475,-104802,-50572,-12358,-3532,3568,555,-183,-14289,-24057,-276,3653,245
20180402,127042,-93109,-34015,-8450,-3771,-7701,-17,337,1666,-15051,-1028,-264,345
20180330,27497,-81110,43047,26570,-1647,3578,-813,-577,15769,5192,-5023,10534,32
20180329,35749,-62197,24545,1119,3159,12311,49,519,-15090,-1935,24413,2079,-177
20180328,191370,-101155,-91215,-41832,1200,1280,-2305,8174,-19182,-21890,-16660,600,400
20180327,69161,-19474,-56407,9394,-1533,-13282,-95,305,-9388,-27483,-14325,-52,6773
20180326,39142,-58095,8936,-434,4380,-10391,589,-1575,-7755,6018,18104,10891,-873
20180323,189208,-103909,-98021,-73419,944,-4430,-542,221,-388,14992,-35400,11645,1077
20180322,-80965,46123,39731,48179,-2284,2411,1029,-479,98,7901,-17122,-1275,-3615
20180321,6063,-66040,53435,40145,-455,1959,788,-383,561,4284,6536,5962,580
20180320,-5193,-32768,35253,33600,-1645,-12375,180,3746,-10997,5102,17642,1945,763
20180319,30506,-42361,8875,6257,-4098,-4453,101,-1637,-459,14685,-1521,375,2606
20180316,49887,31953,-78516,-10993,-4823,-8613,-167,2953,-35170,-3593,-18110,-1416,-1908
20180315,6673,7404,-14819,-12081,-4938,1480,1051,2516,-15160,-3001,15315,1364,-622
20180314,-579,28750,-28382,-39691,-17866,6361,-5,-3706,-15516,12920,29122,286,-75
20180313,-340804,383050,-25578,-39865,-3347,5649,392,-1850,-19434,39739,-6862,-6272,-10396
20180312,22732,34820,-60572,-11504,-9177,12890,-160,-920,-49897,-11270,9465,3076,-56
20180309,-136514,79237,54948,52195,-3912,34980,-370,688,-45090,5136,11322,1219,1110
20180308,-59204,67461,-9944,191051,-19680,-164302,-474,605,-28596,15605,-4153,1079,607
20180307,-296010,290550,12140,-57284,4826,12633,443,2351,22927,31188,-4944,-2738,-3941
20180306,-95960,32390,65393,-7240,9997,10909,1016,4449,-6781,43963,9079,-1324,-499
20180305,134246,-88905,-50451,-29828,181,-5447,-664,1076,-6727,-2949,-6093,4385,726
20180302,213778,-127537,-89443,-78623,2327,-10033,12,2119,-10931,369,5318,2608,594
20180228,-2355,57128,-56654,-59933,13573,724,67,68,1806,326,-13284,1570,311
20180227,-6295,-40594,45700,18162,9515,9847,59,-749,14132,2429,-7696,1794,-605
20180226,22587,-61163,37380,45725,14831,-5492,-109,-517,-11333,-4086,-1639,909,287
20180223,-8226,-39686,46943,62826,3276,-2540,-142,742,-14640,-12075,9497,785,184
20180222,92124,-16261,-79681,-52658,-2550,-16455,0,-42,-10384,-2794,5201,2958,860
20180221,90393,-85883,1896,8451,-2453,-10710,236,43,13496,-6362,-804,-6343,-63
20180220,83791,-23578,-61630,-36354,-8356,1860,-1688,-1285,6779,-10448,-12139,1078,339
20180219,38557,-55143,11856,33624,-7150,10223,22,1283,-12620,-7358,-6168,3782,948
20180214,-180904,132915,53706,9933,-4905,22734,-2591,1544,-43419,43921,26489,-3035,-2681
20180213,-170262,152586,15894,-53448,14297,34857,253,-607,-9372,47113,-17198,3883,-2101
20180212,-23214,48642,-25798,-62262,6993,27198,936,4082,-17571,8884,5942,-413,783
20180209,131545,-77271,-59294,-39504,-57189,4577,551,-11334,14194,1115,28295,4704,316
20180208,70902,78606,-154395,-187533,670,29125,63,-1442,-5801,6803,3720,2406,2481
20180207,307530,-88254,-225736,-181006,-11357,-7333,2281,1031,-15972,2550,-15930,3816,2643
20180206,51680,-75071,17068,-52718,12621,25774,394,6410,-3870,7216,21241,6333,-9
20180205,290702,-309945,10245,-9847,11817,9306,-375,-956,-34818,47831,-12712,7794,1203
20180202,562890,-437094,-143470,-40117,-5787,-29092,-546,1020,-43047,-2087,-23815,5983,11691
20180201,321553,-215689,-112236,6593,-3072,-55258,108,362,-42861,-8097,-10011,7040,-668
20180131,702838,-614973,-113100,-9428,10487,16440,-826,1090,-134389,-6037,9564,26999,-1764
20180130,163278,-102096,-62407,-22026,-719,6334,20,-344,-24049,-16789,-4835,1592,-366
20180129,-68483,22437,45770,24499,33227,4417,-613,2752,8489,-10888,-16111,645,-369
20180126,-145313,58302,33594,47555,38512,-26618,-35,-5189,-958,-5834,-13839,53931,-515
20180125,-126386,35553,55116,74685,-1649,-20992,-199,-2031,-11766,3105,13961,36166,-448
20180124,-63621,-51091,79197,93422,-2559,-3791,2472,-2125,-11141,-10778,13698,35956,-442
20180123,-56131,10821,7960,57370,-4086,-9026,-412,-214,-48809,-3652,16790,37636,-285
20180122,125526,-112916,-58379,-23996,1535,1896,2,-4426,6752,-20070,-20071,44826,943
20180119,28755,-58497,-16840,6597,-6998,-978,-7,-881,-12893,-15648,13969,46443,139
20180118,-102562,37530,27666,-17644,5063,10595,-253,900,16691,5059,7255,37709,-344
20180117,186,12682,-54032,-9357,-2664,-10740,248,3459,-9062,-14968,-10949,40089,1075
20180116,-132624,81813,11305,2447,8025,3253,1228,-2424,2175,8429,-11828,41175,-1669
20180115,-38545,25190,-13580,-9798,2557,1098,3259,170,-9640,-922,-305,26836,99
20180112,286615,-425331,89918,32916,-14895,-1025,535,1242,57122,13705,319,47571,1226
20180111,228737,-208661,-63403,-96559,51216,-16279,1119,1038,-11158,5392,1827,41595,1732
20180110,294186,-262632,-82587,32997,-60696,-22465,2379,982,-25794,-21653,11663,47690,3343
20180109,150913,-216958,19157,24676,-15924,-24013,-1149,2654,22176,1971,8765,43336,3552
20180108,-21347,23540,-46526,-24243,-4447,-17552,0,703,-12374,21540,-10152,43960,372
20180105,-55263,25237,14748,-25623,10556,73,-391,1181,3989,6703,18260,15497,-219
20180104,2455,68587,-101949,-88906,-10273,-4843,36,-837,-1509,-510,4892,31030,-123
20180103,-12050,118896,-123157,-129272,308,9101,-550,109,181,18,-3052,16642,-331
20180102,66588,-45907,-59801,-32884,6842,-15991,547,261,-3743,-3622,-11211,39785,-664
20171228,-45542,19338,11152,-15887,11376,20862,78,-2108,-3269,6154,-6052,14542,510
20171227,150754,-73597,-95582,-20962,15330,16407,83,-4146,-14205,-5153,-82937,17963,462
20171226,-270267,2546,241001,184382,19853,46091,-2085,200,-26526,727,18360,27603,-884
20171222,-175557,67365,99215,60906,15325,5962,0,-644,-11477,577,28568,9415,-439
20171221,47614,-164145,85160,93334,-9311,3822,2227,-6695,2759,-4501,3525,31220,152
20171220,-14602,-161212,144860,166941,1184,-3126,-38,-4147,-27293,-8855,20195,31298,-344
20171219,-114013,-37113,137381,83545,9723,22774,13,1256,-877,15278,5670,14123,-377
20171218,-56195,-45991,76245,79951,3080,2061,120,-2899,-14780,339,8374,26199,-259
20171215,41648,-137486,61465,65759,8294,-9490,242,-1774,-13272,-10680,22387,33169,1204
20171214,-12962,117598,-134465,-18103,-2914,-50567,2879,7645,-39914,-1569,-31923,30654,-826
20171213,55790,-206999,123494,122303,-4655,5728,-1830,6076,-29895,-6380,32148,27482,233
20171212,-48831,46009,-23562,-9274,2821,12496,6506,1303,-19983,1440,-18871,30300,-3916
20171211,10763,-115702,71966,40744,9356,17648,2544,3212,-17708,6379,9791,33101,-127
20171208,-98544,77519,9314,12976,9403,3590,1076,894,-18045,25711,-26290,14098,-2387
20171207,-37738,-117455,141646,113161,1127,5472,326,1821,759,4318,14663,12603,943
20171206,108135,-192606,49886,55646,-193,-549,139,582,1051,3024,-9813,34253,332
20171205,20486,-58591,6249,19870,-5166,3406,237,1920,-20590,9140,-2567,31699,157
20171204,48265,-55753,-23376,45403,-2416,-15995,-25,1006,-27171,-397,-23780,31087,-223
20171201,68768,-142961,47250,21277,5636,13171,3284,1169,14238,1538,-13064,26985,-42
20171130,235497,-342371,71489,83208,2557,15741,21,766,-8455,-9941,-12409,34885,500
20171129,70329,-142300,37872,20442,10280,778,-105,4866,-3576,-3126,8314,34135,-37
20171128,22826,-94176,37408,29361,1223,9508,495,1125,-7708,-12301,15706,34511,-569
20171127,353817,-330004,-61328,26940,-931,-14094,-11,-431,-40166,-20172,-12464,37450,66
20171124,-11860,-45300,24372,9388,573,12786,-174,-196,-2855,-888,5737,32722,66
20171123,51195,-52732,-35887,18169,3418,-5539,0,75,1370,1781,-55161,37360,64
20171122,-39429,-9851,38821,50267,2894,36911,0,2476,6305,6564,-66596,10601,-143
20171121,13309,-47753,18907,39171,-6617,-1468,699,1159,-9055,-419,-4564,15796,-259
20171120,115053,-27597,-122033,-23715,-1406,-11383,-14,-89,15561,-3745,-97242,33991,586
20171117,-37305,187155,-167460,-36167,-13601,-7313,0,413,-7757,4141,-107177,17311,299
20171116,137,43377,-56485,20172,-10358,-10274,0,5233,-22125,-10389,-28743,12907,64
20171115,2782,-96575,58197,92582,-22581,-3494,0,10160,-20037,-7728,9295,34942,654
20171114,21998,-116301,58240,99176,-10542,-9965,-169,-2570,-18102,-5194,5606,35098,965
20171113,-29332,43081,-28295,57549,-13671,-19240,446,-6619,-10203,-9045,-27513,31673,-17128
20171110,-17855,-32253,15016,11502,-4790,-13123,-395,2749,-20275,-3873,43221,36822,-1730
20171109,57310,-56168,-38462,20941,-7637,-13126,-148,121,-23023,-1827,-13763,34972,2349
20171108,-30955,16740,-18169,14245,485,24567,0,471,-17405,7626,-48159,32827,-442
20171107,7297,18395,-57807,-7932,-12844,-2191,498,216,-8297,-1023,-26234,32573,-457
20171106,33619,39129,-107183,-24568,-11599,-2660,115,917,404,-10033,-59759,33487,947
20171103,77958,-199486,84492,116825,-2385,11935,107,-87,-23446,-3834,-14623,36358,678
20171102,8752,26551,-73250,8167,-13828,-21626,-60,0,-6799,385,-39489,38185,-238
20171101,-114266,63091,13549,51612,-3462,22823,454,2215,-6694,6763,-60161,38730,-1104
20171031,-110026,148864,-28679,13831,8861,5661,636,2905,21244,3288,-85105,-358,-9802
20171030,-21686,128227,-97083,-44085,-374,256,116,679,10990,-7033,-57631,356,-9813
20171027,24612,11960,-29019,-11283,-1009,-9127,42,1383,1809,-3482,-7352,2000,-9553
20171026,117569,-13971,-106495,-26674,-14168,-6452,-524,-330,-18261,-31703,-8384,2004,893
20171025,29661,53229,-83720,-12702,-13793,-3424,-24,154,25720,-2725,-76926,1510,-680
20171024,23110,-28137,3609,29226,-13675,-2335,-236,112,828,-4897,-5415,1334,84
20171023,12359,82763,-171211,13728,-6470,-491,-252,8,-14588,5760,-168907,75050,1040
20171020,-6314,80401,-106592,-23920,-1134,-14782,-150,-228,-23044,3347,-46680,45112,-12607
20171019,123535,-53177,-123992,70706,-26051,-30056,-416,156,-74898,-13561,-49872,50986,2649
20171018,-9036,24511,-65233,1548,-14071,-4621,-137,-605,-33874,3753,-17226,49752,6
20171017,-43648,93284,-97928,-2922,-16050,-7915,0,358,-4530,2670,-69540,48449,-157
20171016,15395,-27678,-34468,18047,-5429,-9762,0,843,-10590,-8223,-19355,46257,495
20171013,-15215,-37497,6364,72881,4906,-37057,-178,311,-8139,-29062,2701,46472,-123
20171012,-20866,36366,-55961,-58073,12038,-8280,-5869,667,6164,-7702,5094,40500,-38
20171011,-97801,181345,-117488,-94325,14778,3111,-3813,-893,25067,3579,-64993,34821,-878
20171010,-127109,254477,-167506,-92589,-8759,-8350,357,-816,21135,9068,-87552,41229,-1093
20170929,98834,-94458,-54149,-24971,-6536,6542,-31,857,-17145,8665,-21530,49558,216
20170928,52727,-19908,-76160,-16000,-10163,8673,-21,-895,-35388,15566,-37933,43264,77
20170927,18506,-2801,-59674,-533,-3943,5165,-456,-2028,-29578,-1891,-26409,43919,50
20170926,87071,-215934,87782,134236,-13163,-3718,-574,2304,-30831,-20950,20478,40486,595
